DocNum,Year,Scale,Condition,MiningType,StateCounties,Final,Certified,Status,ModifiedDate,MineId,Latitude,Longitude,LocationAssurance,MineNames,Msha,Companies,Commodities,GeolocatedPointDescription,AvailableGeologicInfo,Remarks,Seams,SceneCount
386966,,,GOOD,UNDERGROUND ONLY,"AK, JUNEAU",YES,NO,LEGACY DATA,10/03/2017 14:12:41,122952,,,,IVANHOE,,MELLEN MINING CO,"BASALT, QUARTZ",,,UNKNOWN LOCATION-JUNEAU MINIG DISTRICT-JUNEAU IS A BOROUGH LEGACY GEO POINT DESC: ,,1
